ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YER092W,-0.234,0.28,0.312,0.317,0.228,0.079,0.149,-0.16,0.069,0.157,0.36,0.165,-0.062,0.208
YBR300C,-0.393,-0.483,-0.143,-0.415,-0.059,-0.036,0.022,-0.158,-0.249,-0.387,-0.184,-0.708,-0.028,-0.535
YDR383C,-0.084,-0.16,0.11,-0.571,-0.087,0.029,0.198,-0.234,-0.341,-0.276,-0.116,-0.345,-0.37,-0.432
YGR104C,0.178,0.018,-0.361,0.173,0.357,0.042,0.244,-0.254,-0.219,-0.508,0.063,-0.526,-0.648,-0.43
YGR153W,-0.837,0.055,-0.357,-1.552,-0.351,-0.477,-0.125,-0.51,-0.436,-0.527,0.079,-0.359,0.039,-0.067
YHR047C,-0.328,-0.004,-0.183,0.114,-0.189,-0.119,0.02,0.25,0.295,0.591,0.149,0.67,0.449,0.105
YER157W,-0.061,0.053,-0.01,-0.026,-0.026,0.012,-0.202,-0.135,-0.186,0.01,0.108,-0.019,-0.491,-0.058
YKL126W,0.202,-0.4735,-0.6355,-0.723,-0.3465,-0.1205,-0.2155,0.227,-0.047,0.0645,0.0215,0.318,-0.275,-0.1815
YOR267C,1.341,-0.4,-0.339,-0.08,-0.342,-0.407,-0.211,-0.286,-0.141,-0.235,-0.225,-0.105,-0.212,-0.369
YCR091W,1.876,0.365,0.141,-0.299,-0.544,-0.964,-0.214,0.186,0.223,-0.163,-0.005,0.563,0.832,0.591
YJR086W,1.227,0.819,0.478,0.343,0.447,0.239,0.364,-0.064,-0.19,-0.183,0.432,0.028,-0.222,0.13
YPL148C,-0.828,-0.593,-0.349,-0.491,0.143,0.095,-0.213,-0.294,-0.181,-0.32,-0.208,-0.671,-0.17,-0.069
YHR010W,-0.329,0.367,0.898,1.427,0.953,1.091,0.883,0.765,0.275,0.337,0.624,-0.201,0.06,0.143
YPL277C,-0.319,-0.065,-0.134,0.011,0.134,-0.25,0.3,0.027,-0.002,-0.056,-0.177,0.352,0.419,0.139
YOL131W,-0.295,-0.046,-1.368,-0.443,-0.585,-0.857,-0.637,-0.787,-0.062,-0.669,-0.766,-0.18,0.3206,-0.42
YGR211W,0.21,0.957,0.515,0.737,0.963,0.88,0.393,0.568,0.046,0.614,0.341,-0.118,-0.168,0.626
YDR230W,0.4,0.227,-0.036,0.461,0.053,0.012,-0.129,0.392,0.267,0.285,0.415,0.523,0.433,0.205
YPL076W,0.378,0.415,-0.211,0.642,0.386,0.178,-0.008,-0.301,-0.367,-0.394,-0.228,-0.424,-0.529,-0.131
YJL141C,1.834,0.246,0.357,0.168,-0.271,-0.084,-0.067,0.021,-0.009,-0.289,0.01,0.405,0.12,0.153
YKL059C,0.317,0.74,0.13,0.043,-0.077,0.143,-0.069,0.378,0.412,0.298,-0.003,0.145,0.236,0.428
YOL044W,0.475,-0.394,-0.642,-0.476,-0.567,-0.738,-0.752,-0.612,-0.449,-0.627,-0.661,-0.368,-0.345,-0.424
YPL003W,0.218,-0.151,-0.197,-0.103,-0.614,-0.373,-0.463,-0.245,-0.341,-0.677,-0.555,-0.055,-0.402,-0.479
YNL247W,-1.549,0.093,-0.075,0.234,0.22,0.424,0.383,0.513,0.229,0.526,0.382,0.144,0.132,0.334
YNR069C,-0.1664,-0.5116,-0.9705,0.2658,-0.2255,-0.1016,0.4105,-0.608,-0.5705,-0.8515,-0.4,-0.6225,0.1469,-0.2342
YDR347W,-0.844,-0.505,-0.531,-0.095,0.021,-0.122,0.236,0.159,0.405,0.604,0.192,0.501,0.381,-0.023
YOL157C,-0.537,-0.397,-0.814,-0.809,-0.479,-0.744,-0.552,-0.052,0.279,0.079,-0.235,0.741,1.042,0.615
YBR228W,-0.305,-0.04,-0.4695,-0.226,-0.1085,-0.178,-0.5475,-0.323,-0.227,-0.267,-0.336,-0.0755,0.3185,-0.2735
YCL069W,-0.131,-0.17,-0.521,-0.226,-0.021,-0.449,-0.39,-0.753,-0.563,-0.842,-0.69,-0.686,-0.667,-0.368
YGL088W,0.068,-0.554,-0.064,0.375,-0.048,-0.06,0.239,-0.508,-0.16,-0.147,-0.282,-0.785,-0.433,-0.319
YJL067W,1.201,-0.303,-0.097,0.411,-0.066,-0.448,-0.284,-0.033,-0.032,-0.277,-0.103,0.284,0.327,0.158
YEL063C,-0.453,0.36,-0.339,-0.153,0.262,0.044,0.029,-0.113,-0.052,-0.203,-0.274,0.159,0.032,0.318
YDL216C,0.941,-0.361,-0.424,-0.581,-0.226,-0.329,-0.849,-0.159,-0.588,-0.381,-0.141,0,-0.549,0.054
YLR342W,-1.287,-1.187,-0.9525,-0.194,0.0285,0.336,0.4895,0.17,0.5345,0.3955,-0.07,-0.0865,-0.339,0.1585
YBR293W,-0.022,0.035,0.174,0.206,0.436,0.146,-0.019,0.012,-0.216,-0.15,0.287,-0.412,-0.376,0.052
YHR037W,-0.562,0.308,-0.2415,0.021,-0.1115,0.037,0.1335,-0.097,0.2655,-0.024,-0.2875,0.295,-0.2155,0.1515
YDR399W,-1.993,-0.478,-0.523,-0.035,0.547,0.672,0.099,-0.471,-0.789,-0.165,-0.065,-0.85,-1.405,-0.563
YHR134W,-0.404,-0.406,-0.454,-0.515,-0.128,-0.425,-0.445,-0.257,-0.12,-0.474,-0.329,-0.194,-0.475,-0.057
YMR038C,-0.471,0.431,0.06,-0.069,-0.092,-0.067,-0.323,-0.07,0.211,-0.114,-0.326,0.183,0.459,0.004
YKL097C,-0.538,-1.193,-0.853,-0.652,-0.328,-0.311,0,-0.164,0.224,-0.791,-0.236,-0.5,-0.185,-0.755
YNL088W,-1.415,-0.369,-0.33,0.338,-0.058,0.047,0.195,-0.021,-0.04,0.244,-0.317,0.374,0.332,-0.367
YMR224C,-0.121,-0.299,-0.244,-0.383,-0.239,-0.016,-0.152,-0.39,-0.148,-0.309,-0.274,-0.196,-0.216,-0.386
YHL040C,-0.641,0.965,0.007,-0.0605,0.138,-0.3035,-0.406,-0.497,-0.5795,-0.2255,-0.424,-0.342,-0.886,-0.778
YDR446W,-0.868,-0.478,-0.394,-0.508,-0.289,-0.072,-0.179,-0.226,-0.408,-0.326,0.122,-0.345,-0.405,-0.714
YMR158W,0.217,-0.311,0.043,0.331,0.306,0.145,0.1,-0.146,-0.24,0.021,0.468,-0.179,-0.157,0.018
YLR213C,-0.067,0.35,0.037,-0.133,-0.038,0.035,0.091,-0.041,-0.091,-0.519,-0.021,0.133,0.028,0.042
YDL176W,0.583,0.381,0.252,-1.495,0.07,-0.16,0.281,-0.455,-0.175,0.112,0.227,-0.218,-0.616,-0.121
YLR292C,0.439,0.17,0.207,-0.011,0.592,0.465,-0.299,-0.146,-0.133,-0.171,0.471,-0.066,0.052,0.073
YAL014C,0.483,0.295,-0.13,0.024,-0.019,0.0555,-0.2165,-0.0195,0.1915,0.242,-0.0135,1.174,0.3095,0.3935
YKR025W,-0.557,0.212,0.165,0.279,0.876,0.417,0.292,-0.011,-0.163,0.176,0.344,-0.385,-0.468,0.183
YNL096C,-1.035,-0.013,-0.029,-0.055,0.151,0.266,0.111,0.043,-0.182,-0.187,0.04,-0.188,-0.479,-0.488
YGR060W,-0.6895,0.31,0.109,0.1177,-0.2135,-0.2609,-0.1655,-0.344,-0.3563,0.068,-0.2627,-0.323,-0.1507,-0.009
YDL132W,0.094,-0.216,-0.24,-0.275,-0.296,-0.328,-0.702,0.059,-0.104,-0.025,0.024,0.355,0.311,-0.076
YGR119C,-0.206,0.088,0.562,-0.016,-0.067,0.073,-0.209,0.258,0.368,0.312,-0.044,0.35,0.277,0.403
YDL196W,-0.238,0.634,0.043,-0.0323,-0.314,-1.338,0.34,0.17,0.375,0.12,0.054,-0.019,0.037,0.235
YDR071C,0.83,0.08,0.373,0.19,0.131,0.211,0.13,0.112,-0.297,-0.381,0.16,-0.339,-0.004,0.118
YPR169W,-0.625,-0.4,-0.059,0.401,0.575,0.386,0.118,0.217,-0.07,0.048,-0.048,-0.315,-0.6,-0.145
YKR083C,0.064,-0.153,0.145,-2.248,0.361,0.179,0.382,-0.422,0.345,0.531,0.42,-0.655,-0.967,-0.311
YHR022C,1.089,-0.687,-1.184,-0.929,-0.551,-0.566,-0.642,-0.629,-0.656,-1.008,-0.348,-0.903,-0.909,-0.878
YHR007C,-0.9975,0.139,-0.1425,0.291,-0.0865,0.078,-0.1955,-0.0435,-0.1235,0.05,-0.3315,-0.215,-0.142,-0.139
YBR174C,-0.4185,-0.448,-0.4855,-0.199,-0.07,-0.5565,-0.384,-0.429,-0.376,-0.46,-0.377,-0.5155,-0.4035,-0.54
YLR091W,0.118,-0.409,-0.424,-0.644,-0.295,-0.16,-0.386,-0.17,0.01,-0.312,-0.543,0.178,0.322,-0.045
YDL156W,-1.1875,-0.0285,-0.015,0.212,0.4495,0.496,0.6115,0.0525,-0.168,-0.139,0.0945,-0.543,-0.421,-0.092
YHL018W,-0.278,0.133,-0.445,-0.379,-0.144,-0.332,0.157,-0.089,-0.142,-0.312,-0.363,-0.102,-0.109,-0.185
YFL054C,-0.654,-0.105,-0.6005,-0.3355,-0.3705,0.0185,-0.1355,0.1215,0.005,0.0485,-0.163,-0.025,-0.0845,0.172
YBL108W,-0.76,-1.011,-0.5235,-0.6405,-0.368,-0.7025,-0.5855,-0.483,-0.465,-0.6565,-0.5935,-0.4245,-0.663,-0.571
YOR004W,-0.632,-0.087,0.016,-0.046,0.461,0.554,0.163,0.061,-0.256,0.066,0.082,-0.465,-0.373,0.01
YGL193C,0.577,-0.225,-0.39,-0.739,-0.249,-0.28,-0.077,-0.432,-0.387,-0.572,-0.208,-0.408,-0.471,-0.555
YJL037W,0.153,-0.283,-0.033,-1.614,-0.197,-0.267,-0.154,-1.219,-1.184,-0.535,0.149,-0.484,-0.401,-0.246
YKL006W,-0.958,0.126,0.2,0.578,0.82,0.738,0.65,0.785,0.223,0.066,0.032,0.15,-0.239,-0.026
YGR083C,-0.431,0.095,-0.046,0.314,0.218,0.173,0.027,0.159,0.057,0.167,-0.028,-0.158,0.045,0.002
YBR178W,-0.0095,-0.1825,-0.416,-0.2785,-0.105,-0.6185,-0.219,-0.2375,-0.204,-0.538,-0.345,-0.42,-0.4265,-0.461
YLL009C,-0.342,-0.447,-0.475,0.302,0.332,0.191,-0.247,0.244,0.402,-0.008,0.372,0.454,0.172,0.001
YLR064W,0.434,-0.06,-0.041,0.007,0.493,0.233,0.112,0.023,-0.023,-0.089,0.338,-0.158,-0.261,-0.125
YDR090C,0.268,0.234,0.302,-0.047,0.404,0.551,0.682,0.434,0.076,0.23,0.62,-0.141,0.059,0.23
YBR033W,-0.1497,-0.164,-0.274,-0.126,-0.1357,-0.3053,-0.2013,-0.052,0.146,0.1003,-0.3887,0.041,-0.1623,-0.244
YBL041W,0.503,0.389,0.1405,0.3315,-0.101,-0.15,-0.042,0.3815,0.317,0.1425,0.188,0.374,0.6245,0.5515
YCR077C,1.059,0.49,0.18,0.207,0.488,0.502,0.511,0.175,0.101,0.123,0.256,0.188,-0.339,0.048
YGL048C,0.557,0.568,-0.201,-0.141,-0.375,-0.087,-0.17,0.201,0.218,0.157,0.007,0.322,0.382,0.454
YJL090C,-0.047,0.134,-0.061,0.057,-0.141,0.037,-0.139,0.097,-0.18,-0.053,-0.115,-0.267,-0.496,0
YLR257W,1.645,-0.501,-0.296,-0.601,-0.71,-0.432,-0.553,-0.319,-0.276,-0.766,-0.469,0.141,0.043,-0.232
YBR133C,-0.6445,0.0945,-0.5005,-0.3865,-0.3015,-0.3255,-0.2465,-0.0865,0.0495,0.006,-0.1495,0.182,0.178,-0.007
YLR096W,0.073,0.193,0.224,0.563,0.438,0.225,0.177,0.152,0.3,0.338,0.29,0.411,0.27,0.477
YKR095W,0.049,-0.3,-0.122,-0.077,-0.303,-0.468,0.308,0.025,-0.012,0.284,-0.596,-0.562,-0.415,0.477
YKL084W,-0.023,-0.433,-0.114,-0.328,-0.297,0.042,-0.086,-0.065,-0.577,-0.209,0.138,-0.208,-0.287,-0.084
YDL009C,0.359,-0.63,-0.568,-0.151,0.061,0.119,0.357,0.345,-0.138,-0.392,0.11,-0.182,-0.255,-0.297
YCL076W,0.136,-0.698,0.018,-0.012,0.193,-0.633,-0.171,-0.684,-0.452,-0.571,-0.538,-0.637,-0.52,-0.371
YLR403W,-0.183,-0.131,-0.273,-0.354,-0.355,-0.176,-0.268,-0.249,0.181,-0.039,-0.342,0.23,0.364,-0.266
YNL001W,-0.186,-0.382,-0.656,0.036,0.029,-0.122,-0.301,-0.423,-0.027,-0.208,-0.461,-0.198,-0.276,-0.457
YOR374W,-0.6,0.323,0.236,-0.003,-0.355,0.093,-0.18,0.409,0.665,0.375,0.004,0.718,1.305,0.793
YLR099C,1.097,-0.27,-0.179,0.031,0.027,-0.009,0.004,0.034,-0.223,-0.236,0.023,-0.069,-0.297,-0.18
YLR456W,-0.35,0.048,-0.247,-1.342,-0.383,0.061,-0.141,-1.055,0.004,-0.118,0.304,-0.028,-1.563,-0.098
YOR181W,0.899,0.093,-0.101,-0.004,-0.379,-0.229,-0.127,0.036,0.149,-0.367,-0.002,0.032,0.091,0.1
YPR077C,-0.56,-0.64,-0.743,-0.596,-0.203,0.044,-0.4,-0.628,-0.229,-0.702,-0.399,-1.199,-0.826,-0.299
YDR103W,0.103,-0.186,-0.422,-0.254,-0.358,-0.339,-0.599,-0.642,-0.381,-0.439,-0.311,-0.235,-0.508,-0.421
YGR004W,0.025,0.146,-0.193,-0.067,0.338,0.138,0.109,-0.093,-0.222,-0.369,0.069,-0.277,-0.193,-0.302
YIL174W,0.02,-0.403,-0.114,-0.338,-0.1,0.003,0.004,-0.314,-0.21,-0.229,-0.076,0.308,-0.336,0.124
YDL121C,-0.79,-0.1415,-0.035,0.1725,0.444,0.184,0.074,0.0305,-0.1525,0.034,0.3875,-0.034,-0.476,-0.004
YGR014W,-1.457,-0.165,-0.35,0.182,0.126,0.389,0.518,0.478,0.711,1.139,0.151,0.467,0.137,0.446
YMR168C,0.011,-0.404,-0.562,-0.156,-0.303,-0.533,-0.463,0.03,0.083,-0.077,-0.657,0.022,-0.044,0.088
YFL048C,-0.342,0.272,0.021,0.133,-0.17,0.032,-0.088,0.335,0.234,0.266,0.251,0.189,0.302,0.428
YNL283C,-1.577,-1.452,-0.975,-0.881,0.25,0.52,0.711,1.005,0.64,0.744,0.479,0.371,-0.163,0.246
YOR275C,1.058,-0.164,-0.132,0.03,-0.15,-0.479,-0.331,-0.233,-0.177,-0.504,-0.509,-0.208,-0.31,-0.457
YGL223C,0.576,0.138,-0.214,0.121,0.29,-0.061,-0.04,-0.097,-0.336,-0.677,-0.008,-0.461,-0.808,-0.382
YFR046C,-0.27,0.086,0.029,-0.396,0.09,0.161,0.377,0.131,0.106,-0.176,0.103,-0.289,0.087,-0.007
YLR174W,-0.303,1.224,0.379,0.215,-0.514,-0.207,-0.165,0.824,0.748,0.577,-0.033,0.674,0.93,0.678
YBR168W,0.1315,-0.2215,-0.4115,-0.0735,-0.313,-0.6175,-0.419,-0.3225,-0.4675,-0.589,-0.3615,-0.401,-0.443,-0.1325
YOL058W,-0.968,-0.422,-0.056,0.249,0.635,0.341,-0.255,0.15,0.153,0.261,0.289,0.346,0.123,0.715
YJR037W,0.93,-0.366,0.355,0.371,-0.031,-0.101,-0.214,-0.482,-0.297,-0.65,-0.019,-0.396,-0.399,0.22
YLR383W,-1.336,-0.801,-0.485,-0.037,0.255,0.534,0.38,0.281,0.051,0.299,0.18,-0.316,-0.254,-0.457
YGR078C,-0.094,-0.127,-0.204,0.26,0.355,0.181,0.325,0.128,0.009,-0.134,0.148,-0.067,-0.067,-0.03
YOR296W,-0.478,0.008,-0.166,0.338,-0.185,-0.083,-0.168,0.014,-0.209,0.078,-0.154,-0.095,-0.455,0.148
YBR062C,0.6675,0.5675,-0.092,-0.409,-0.2565,-0.201,-0.378,-0.145,0.0785,0.177,-0.185,-0.0375,-0.013,-0.0195
YMR100W,0.61,0.6,-0.132,-0.456,-0.331,-0.098,-0.287,-0.147,-0.728,-0.143,0.21,-0.239,-0.235,-0.071
YBR059C,1.2765,-0.0425,-0.0435,0.098,-0.4645,-0.1495,0.2365,-0.316,0.4395,0.6505,-0.37,0.763,0.4935,0.055
YNL101W,-0.163,0.207,-0.168,-0.135,-0.011,-0.156,0.1,0.226,-0.082,0.228,0.258,0.123,-0.073,0.235
YBR182C,-0.702,-1.1685,-0.869,-0.3555,-0.137,-0.5895,-0.464,-0.5195,-0.481,-0.621,-0.686,-0.67,-0.096,-0.6105
YBR136W,-0.724,-0.5327,-0.1243,0.1783,-0.1247,-0.0333,0.07,0.08,0.3883,0.1207,-0.311,0.3323,0.0217,0.066
YDR125C,0.397,-0.532,0.061,0.042,-0.127,-0.391,-0.032,-0.031,-0.2,-0.345,-0.182,-0.411,-0.256,-0.164
YDR232W,0.036,0.2845,0.1635,0.2825,0.498,0.3745,0.21,0.486,0.347,0.3955,0.1245,0.1325,0.042,0.109
YDL153C,-0.243,-0.428,0.077,0.446,0.711,0.658,0.158,0.013,-0.639,0.046,-0.048,-0.745,-0.365,-0.286
YLR294C,0.79,0.15,0.408,0.15,0.2,0.219,-0.12,-0.217,-0.135,-0.2,0.516,-0.017,-0.148,-0.155
YPR157W,-0.463,1.087,-0.729,-0.193,-0.3,-0.52,-0.409,-0.133,0.254,-0.52,-0.161,0.571,0.017,-0.139
YLR417W,-0.092,0.046,-0.295,-0.421,-0.399,-0.18,-0.214,-0.229,-0.16,-0.34,0.095,-0.149,-0.051,-0.219
YOR109W,-0.748,-0.582,-0.466,-0.234,-0.328,-0.615,-0.182,-0.203,0.147,-0.066,-0.481,-0.009,0.163,-0.187
YDR132C,0.217,-0.03,-0.033,-0.365,-0.164,-0.061,-0.69,-0.15,-0.206,-0.101,0.139,-0.07,0.168,0.209
YDR504C,1.109,0.086,0.456,0.405,0.224,0.27,0.344,0.16,-0.028,-0.061,0.529,-0.312,-0.288,0.083
YIL044C,0.267,-0.47,-0.268,-0.158,-0.116,-0.296,-0.396,-0.318,-0.513,-0.558,-0.281,-0.045,-0.411,-0.418
YHR035W,-0.23,-0.138,-0.565,-0.253,-0.134,-0.415,0.126,-0.173,-0.657,0.207,-0.465,0.854,-1.74,0.078
YOL014W,-0.194,-0.823,-0.363,-1.169,-0.501,-0.36,-0.366,-0.381,-0.985,-0.579,0.089,-0.785,0.938,-0.502
YOR315W,-1.683,-1.4,-1.126,-1.153,-1.112,-0.276,0.254,0.391,0.507,1.008,0.925,0.624,0.248,0.154
YAL067C,-1.5155,-0.067,-0.5515,-0.0015,0.0055,-0.228,-0.42,-0.476,-0.574,-0.459,-0.399,-0.3415,-0.589,-0.565
YHR105W,0.663,0.029,-0.028,0.077,0.499,0.111,-0.062,-0.188,-0.054,-0.023,0.024,-0.051,-0.766,0.373
YOR363C,-0.042,-0.298,-0.035,-0.035,-0.218,-0.091,0.1,-0.187,0.045,0.108,-0.12,0.224,-0.105,-0.041
