ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YIL041W,0.599,0.57,0.631,0.227,0.189,0.323,0.385,0.733,0.554,0.353,0.503,0.609,0.505,0.77
YEL050C,-0.016,-0.046,0.215,-0.237,0.027,0.156,0.671,0.49,0.393,0.388,0.613,0.285,0.278,0.351
YGL154C,0.444,0.322,0.218,0.35,0.269,0.201,0.366,-0.228,-0.2,-0.22,0.404,-0.316,-0.556,-0.054
YCR021C,3.818,-0.876,-0.124,-1.648,-2.687,-2.709,-2.366,-2.074,-1.452,-1.588,-1.262,-0.803,-1.44,-1.633
YER142C,0.986,0.465,0.049,-0.545,-0.182,-0.463,-0.251,-0.209,-0.524,-0.597,-0.034,-0.43,-0.209,-0.206
YJR060W,0.047,0.512,0.532,0.419,-0.016,-0.016,0.226,0.078,0.144,0.209,0.232,0.37,0.529,0.172
YGR150C,-0.436,-0.6785,-0.6045,0.0295,-0.0395,-0.194,0.199,-0.1695,0.1575,-0.395,-0.3385,0.084,-0.756,-0.346
YDR013W,-0.181,-0.277,-0.469,-0.062,0.423,0.391,0.409,-0.118,-0.577,-0.549,0.032,-0.686,-0.394,-0.214
YOR058C,-1.6745,-1.2905,-1.205,-2.025,-1.1615,-0.0985,-0.7445,-1.029,-0.9205,0.1205,-0.6595,-0.1385,-0.5465,-2.359
YMR186W,1.206,0.403,0.351,0.402,-0.376,-0.463,-0.336,-0.507,-0.077,-0.215,0.049,0.004,0.312,-0.295
YPL049C,0.729,0.565,0.153,0.66,0.406,0.143,0.448,0.259,-0.069,0.281,0.146,0.223,-0.303,0.103
YIR007W,-0.354,-0.208,-0.577,-0.603,-0.484,-0.37,-0.336,0.158,0.04,0.063,-0.474,0.572,0.701,0.454
YKL159C,0.04,-0.414,-0.175,-0.167,-0.201,-0.257,-0.363,-0.153,-0.198,-0.226,-0.165,-0.112,-0.177,-0.103
YDR157W,0.271,0.394,0.156,-0.137,-0.227,0.009,-0.171,0.058,0.128,0.169,0.1367,-0.078,-0.053,-0.136
YKR086W,0.637,-0.002,-0.449,-0.385,-0.644,-0.761,-0.54,-0.578,-0.203,-0.455,-0.459,0.49,0.163,-0.002
YML051W,0.085,0.39,0.218,0.023,0.06,0.24,0.296,0.223,0.106,0.168,0.416,0.173,0.082,0.359
YKR090W,-0.576,-0.22,-0.527,-0.411,-0.462,0.157,0.134,0.136,0.139,-0.097,-0.523,0.234,0.294,-0.174
YGR035C,0.815,0.429,0.002,-0.064,-0.091,-0.028,-0.059,-0.446,-0.553,-0.127,0.08,-0.608,-1.106,0.012
YNR021W,-0.171,-0.329,-0.805,-0.487,-0.181,-0.58,-0.023,-0.324,-0.409,-0.412,-0.598,-0.478,-0.49,-0.59
YNR058W,-1.295,-0.794,0.904,-0.509,-0.303,-1.126,-0.234,-0.398,-0.989,-0.356,-0.085,-0.369,-0.0815,0.158
YMR159C,0.474,-0.254,-0.008,-0.543,-0.117,-0.159,-0.188,-0.082,-0.16,-0.373,0.072,-0.389,-0.194,0.254
YDR023W,0.068,-0.117,0.324,0.466,0.178,0.443,0.492,0.054,-0.071,0.407,0.261,0.116,-0.275,0.014
YKL023W,0.272,-0.02,-0.523,0.276,-0.205,-0.337,0.105,-0.205,-0.065,-0.118,-0.191,-0.391,0.659,0.257
YOR160W,0.177,-0.632,-0.586,-0.316,-0.226,-0.001,-0.191,-0.069,-0.161,-0.186,-0.333,-0.18,-0.273,0.004
YMR160W,1.252,-0.073,-0.287,0,-0.593,-0.492,-0.071,-0.412,0.086,0.07,-0.31,0.417,0.8,-0.111
YML005W,0.365,-0.415,-0.345,-0.582,-0.337,-0.326,-0.596,-0.564,-0.102,-0.408,-0.329,-0.416,-0.228,0.138
YDR094W,-0.628,0.239,0.073,-0.237,0.31,0.766,0.897,0.761,0.544,0.696,0.961,0.594,0.085,0.517
YOR349W,-0.483,-0.172,-0.404,0.13,-0.1065,-0.181,-0.245,0.0285,-0.036,-0.256,-0.31,-0.2095,-0.293,-0.312
YGR202C,-0.034,-0.028,0.191,0.231,0.03,0.13,0.069,0.355,0.413,0.227,0.177,0.707,0.281,0.296
YDR348C,-0.836,-1.115,-0.314,-0.435,-0.187,0.21,0.148,0.558,0.323,0.248,0.343,0.002,-0.064,-0.013
YML109W,-1.347,0.138,-0.189,-0.287,0.234,-0.189,0.287,-0.141,0.489,0.345,-0.329,0.098,0.472,-0.343
YPL210C,-0.241,-0.405,-0.388,0.126,0.268,-0.23,0.695,-0.022,-0.312,0.098,-0.019,-0.045,0.157,-0.118
YGL138C,-0.339,-0.136,-0.166,-0.312,0.082,-0.277,0.095,-0.613,-0.891,-0.496,-0.072,-0.8,-1.471,-0.248
YNR052C,0.336,-0.272,0.248,1.044,0.265,0.405,0.343,0.506,0.328,0.293,0.359,0.226,0.393,0.174
YOR357C,0.219,-0.096,-0.289,-0.115,-0.058,-0.214,-0.181,-0.127,-0.023,-0.366,-0.072,-0.218,-0.102,-0.394
YNL114C,-1.397,0.08,0.104,0.535,0.701,0.755,0.241,-0.027,-0.272,-0.054,-0.522,-1.166,-0.504,-0.32
YDR411C,0.075,-0.069,-0.097,-0.385,-0.54,-0.419,-0.085,0.018,0.105,-0.198,-0.349,0.381,0.276,0.171
YAR018C,-0.7057,-0.128,-0.4917,-0.1783,-0.3463,-0.6617,-0.095,0.0867,0.332,0.477,-0.1687,0.265,-0.034,0.368
YOR098C,-1.242,0.123,-0.299,0.471,0.343,-0.383,0.479,0.174,0.614,0.673,0.11,0.34,1.615,0.544
YAR042W,0.62,0.291,-0.1935,0.045,-0.122,-0.1665,-0.115,-0.0035,0.4825,0.304,0.223,0.673,0.0785,0.452
YOR316C,-1.333,-0.174,-0.086,-0.06,-0.343,-0.019,0.277,0.42,0.543,0.618,0.547,0.519,0.73,0.652
YDR167W,-0.332,0.007,-0.184,-0.273,-0.134,-0.124,0.058,0.158,0.069,0.121,-0.097,0.341,0.337,0.056
YER009W,-0.144,0.033,0.061,0.003,0.418,0.481,0.474,0.33,0.006,-0.222,0.479,0.175,-0.143,0.124
YFL025C,-0.725,-0.115,-0.263,-0.265,-0.059,-0.085,0.034,0.334,0.162,0.089,0.069,-0.053,-0.193,0.066
YKR070W,-0.246,0.04,-0.35,-0.474,-0.393,-0.507,-0.501,-0.396,-0.149,-0.417,0.045,0.101,-0.149,-0.229
YML065W,-1.422,-0.676,-0.939,-0.437,-0.141,0.213,-0.036,0.157,0.242,0.435,-0.351,0.155,-0.301,-0.107
YLR093C,0.847,-0.032,0.11,-0.126,-0.47,-0.283,-0.537,-0.222,-0.326,-0.443,-0.261,-0.278,0.031,-0.285
YDR262W,0.7795,0.1915,-0.177,-0.1025,-0.1375,-0.1565,-0.388,-0.375,-0.3575,-0.315,-0.321,0.0285,-0.2045,-0.056
YIR004W,0.774,0.14,0.019,0.129,0.208,0.139,0.173,-0.008,-0.148,-0.351,-0.042,-0.286,0.131,-0.415
YKR050W,-0.05,0.1665,0.143,0.321,0.082,-0.03,0.096,-0.1025,-0.02,-0.045,-0.107,0.154,0.1215,0.2
YPR057W,-0.658,-0.737,-0.273,-0.368,0.426,0.662,-0.098,0.363,0.301,0.047,-0.009,0.01,-0.253,0.038
YAL002W,-0.026,0.228,-0.1015,0.22,-0.153,-0.065,-0.0735,-0.23,-0.298,-0.314,-0.2605,0.004,-0.1745,-0.0645
YLR052W,0.637,0.454,0.145,0.117,0.541,0.27,0.239,-0.063,-0.104,0.084,0.271,-0.143,-0.32,0.034
YDR484W,0.13,-0.307,-0.437,-0.794,-0.092,0.004,0.119,0.219,0.108,0.143,0.127,-0.035,-0.191,0.088
YOR105W,-0.771,-0.915,-0.071,-0.302,0.181,-0.288,0.184,0.05,-0.203,-0.148,0.331,-0.352,-0.523,-0.164
YOR246C,-0.409,-0.204,-0.123,0.448,0.672,0.641,0.372,0.508,0.096,0.203,0.536,0.122,0.361,0.393
YBR076W,0.261,-0.087,-0.159,-0.3145,0.045,-0.2335,0.1365,-0.3015,-0.4215,-0.112,0.0845,-0.599,-0.71,-0.2265
YDR373W,0.252,-0.1585,-0.3915,-0.386,-0.1205,-0.2875,-0.4735,-0.243,-0.154,-0.1535,-0.346,-0.049,-0.1715,-0.2305
YCR036W,0.284,0.715,0.295,0.149,0.13,0.27,0.304,0.146,0.05,0.109,0.321,0.114,0.113,0.316
YKR057W,-0.399,0.269,0.336,0.489,0.517,0.86,0.385,0.518,0.365,0.499,0.515,0.25,-0.1,0.06
YBL073W,-0.554,0.133,-0.009,-0.0515,-0.0135,-0.8945,0.3495,-0.367,-0.321,-0.3155,-0.203,-0.0065,-0.4434,0.119
YKL211C,-0.739,-0.424,-0.504,0.015,-0.046,-0.036,-0.265,0.13,-0.116,0.015,0.068,0.164,-0.313,-0.139
YBR119W,1.147,0.1485,0.296,-0.988,0.1305,-0.1915,-0.428,-0.368,-0.6735,-0.622,-0.1775,-0.367,-0.3025,-0.375
YLR274W,-1.049,-0.452,-0.406,0.186,-0.267,0.08,-0.313,-0.006,-0.058,0.064,-0.104,0.235,0.794,0.426
YPR040W,0.414,0.187,-0.489,-0.186,-0.172,-0.034,-0.314,-0.162,-0.194,-0.335,-0.331,-0.235,-0.319,-0.229
YAL022C,-1.2675,-0.4955,-0.6215,-0.0945,-0.322,-0.0425,-0.1805,0.0255,0.5835,0.2735,0.1865,0.9225,0.564,0.527
YGR185C,-0.591,0.116,0.366,0.513,0.909,0.745,0.264,0.427,0.137,0.496,0.363,0.047,-0.188,0.244
YKL075C,0.538,-0.013,0.085,0.527,0.409,0.233,0.126,0.064,0.097,0.003,0.121,-0.419,-0.129,0.225
YDL179W,-0.325,-0.981,-1.297,-1.835,-0.435,-1.06,-0.903,-0.618,-0.556,-0.227,0.069,0.293,0.59,0.418
YLR142W,2.29,-0.593,-1.034,-0.463,-0.769,-0.605,-0.668,-0.192,-1.49,-0.34,-0.292,0.003,-0.598,-0.112
YHL023C,0.22,0.023,-0.206,0.215,-0.132,-0.208,-0.165,-0.466,0.06,0.16,-0.187,0.779,0.111,0.021
YLL007C,0.035,-0.49,-0.578,-0.003,-0.233,-0.13,-0.256,-0.106,-0.053,-0.043,-0.025,-0.234,-0.547,-0.134
YMR099C,0.722,-0.269,0.002,-0.015,-0.177,-0.304,-0.398,-0.263,-0.346,-0.319,-0.09,-0.215,-0.28,0.011
YNL205C,-0.749,-0.67,-0.357,-0.373,0.144,0,-0.124,-0.175,-0.139,0.3,-0.062,-0.225,-1.041,0.123
YDR436W,1.206,0.528,0.447,0.007,-0.045,-0.421,0.019,0.264,0.337,0.226,0.379,0.372,0.601,0.621
YOR203W,-0.492,-0.223,-0.196,-0.113,0.13,-0.118,-0.027,-0.213,-0.124,-0.333,0.076,-0.333,-0.561,-0.333
YNL135C,-0.02,0,-0.175,0.132,-0.014,0.222,0.012,0.457,0.634,0.531,0.342,0.571,0.62,0.626
YGR101W,0.253,0.155,0.026,0.138,0.184,0.014,-0.411,0.085,-0.062,-0.037,0.228,0.223,0.153,0.325
YFR052W,1.049,0.672,0.148,-0.091,-0.165,-0.123,-0.021,0.106,-0.072,-0.175,0.221,0.154,0.122,0.301
YBR247C,-2.0475,-0.1845,-0.639,0.4205,0.7155,0.5535,0.0515,0.1415,0.0175,0.4085,-0.3115,-0.407,-0.523,-0.008
YLR349W,-0.422,-0.342,-0.3355,-0.145,-0.244,-0.6765,-0.313,0.0795,0.2025,-0.11,-0.4025,0.079,0.2445,0.022
YOR294W,-1.637,0.098,-0.003,0.258,0.949,0.421,-0.673,0.222,-0.162,0.416,0.146,-0.614,-0.604,0.183
YOR244W,0.494,-0.604,-0.264,0.316,0.119,-0.3,0.134,0.138,-0.525,0.427,-0.142,-0.261,0.12,-0.04
YBR038W,-1.251,-1.5873,-1.3547,-0.878,-0.7973,-0.5327,-0.493,0.1233,0.3093,0.324,0.1253,0.4733,0.1383,0.44
YBR131W,-0.626,-0.243,-0.3115,0.003,-0.256,-0.378,-0.182,-0.437,-0.4255,-0.4135,-0.4575,-0.19,-0.456,-0.2745
YNL321W,-0.171,-0.019,-0.204,-0.417,-0.257,-0.039,0.116,0.209,0.374,0.21,0.131,0.494,0.591,0.576
YJR097W,-1.157,-0.404,-0.639,0.41,0.097,0.13,0.016,-0.527,-0.365,-0.664,-0.184,-1.199,0.03,-0.495
YMR034C,-0.955,-0.474,-1.018,-0.732,-0.427,-0.443,-0.426,-0.361,-0.214,-0.028,-0.13,-0.079,-0.175,-0.444
YPL271W,-0.42,-0.806,-0.53,-0.448,-0.684,-0.245,-0.428,-0.317,0.093,-0.11,-0.319,-0.033,-0.249,-0.374
YBR159W,-0.7765,-0.4755,-0.694,-0.2185,-0.168,-0.2035,-0.0845,-0.1905,-0.0465,-0.2575,-0.0695,-0.037,-0.352,-0.3425
YDL114W,-0.36,-0.585,-0.678,-0.855,0.326,-0.935,-1,-0.765,-0.448,-0.654,-0.389,-0.297,-0.147,-0.678
YPL048W,0.093,0.389,0.001,0.733,0.588,0.434,0.015,0.382,0.482,0.331,0.374,0.361,-0.275,0.597
YJR101W,-0.6555,-0.6855,-0.8955,-0.2535,-0.272,-0.224,0.0355,-0.1785,-0.13,-0.117,-0.3315,0.175,-0.177,-0.374
YJR129C,-0.955,-0.585,-0.294,0.082,0.116,-0.163,-0.091,-0.29,-0.422,-0.301,-0.37,0.162,-0.453,-0.142
YMR222C,0.379,-0.208,-0.143,-0.39,-0.421,-0.285,-0.152,-0.331,0.022,-0.405,-0.311,0.109,0.17,-0.252
YKL069W,0.426,0.12,-0.126,-0.051,-0.252,-0.314,0.006,0.122,0.132,0.177,0.15,-0.076,-0.267,0.191
YPL051W,0.03,0.15,-0.509,0.144,0.181,-0.126,0.116,-0.235,-0.181,-0.244,-0.069,-0.49,-0.442,-0.463
YPR170C,0.288,0.212,-0.004,0.198,0.184,0.078,0.425,-0.035,-0.059,-0.08,0.187,-0.113,-0.008,-0.083
YPL202C,-0.159,-0.014,-0.195,0.501,0.567,0.317,-0.172,-0.215,-0.15,-0.203,-0.135,-0.486,-0.48,-0.413
YGR247W,0.28,-0.41,-0.26,-0.69,-0.713,-0.547,-0.281,-0.321,-0.142,-0.262,0.034,0.178,-0.437,0.182
YBR169C,1.9585,0.094,0.17,0.4665,-0.4605,-0.908,-0.634,-0.235,0.068,-0.134,-0.8965,0.14,0.7795,0.1545
YGR049W,-0.532,0.266,0.069,0.366,0.1,0.108,-0.595,0.003,-0.136,-0.069,0.25,-0.457,-0.024,0.165
YLR004C,-0.286,-0.532,-0.074,-0.965,-0.147,-0.683,0.046,-0.803,-0.807,-0.292,-0.303,-0.328,-0.22,0.155
YLR114C,-0.203,-0.08,-0.493,-0.089,-0.228,-0.081,-0.369,-0.107,0.241,0.415,0.137,0.37,-0.063,0.364
YBR104W,-0.7845,-0.693,-0.212,-0.2725,0.471,0.5095,-0.5515,-0.2465,-0.159,0.6925,-0.1055,-0.619,-0.271,-0.1805
YMR274C,-0.501,0.274,-0.78,-0.798,0.036,0.114,0.101,-0.222,-0.188,-0.398,0.026,-0.085,-0.484,-0.428
YER060W,-1.168,-0.2675,-0.2125,0.2945,-0.096,0.142,-0.2735,-0.016,-0.0555,-0.0285,-0.4445,-0.3155,-0.3765,-0.013
YLR066W,0.385,0.048,-0.021,0.017,0.365,0.332,0.355,0.216,0.051,-0.104,0.409,-0.198,-0.287,0.016
YOL110W,0.331,0.0475,-0.03,0.2625,0.0245,-0.238,-0.1755,0.0595,0.0095,-0.116,-0.3605,0.0005,-0.2695,-0.1105
YOR262W,-0.499,0.096,-0.977,-0.127,-0.009,0.362,0.139,0.548,-0.746,-0.082,0.273,-0.313,0.088,-0.027
YPL272C,-0.633,-0.412,0.162,0.549,0.052,0.282,0.348,0.144,0.057,-0.018,0.08,0.096,0.013,0.298
YOR082C,0.058,-0.042,-0.311,-0.4,0.287,0.075,-0.081,0.055,0.107,-0.216,0.02,-0.1,-0.062,0.099
YHR081W,0.19,0.121,0.009,-0.245,0.549,0.281,0.004,-0.256,-0.353,-0.337,0.212,-0.319,-0.799,-0.673
YML104C,-0.807,0.196,-0.419,-1.843,-0.195,0.01,0.242,0.151,-0.142,0.278,0.273,-0.091,0.021,0.03
YLR207W,-0.069,-0.052,-0.472,-0.294,-0.349,-0.063,-0.31,-0.007,0.167,-0.012,0.028,0.466,0.165,0.094
YKR047W,0.798,0.02,-0.054,0.474,0.482,0.31,0.361,0.257,0.248,0.2,0.54,0.168,0.166,0.27
YLL057C,-0.364,-0.213,-0.43,0.056,-0.351,-0.071,-0.197,-0.163,-0.106,-0.332,-0.13,-0.553,-0.393,-0.16
YGR028W,0.919,1.722,-0.345,0.091,-0.163,-0.349,-0.215,-0.024,-0.1,-0.126,-0.042,0.119,-0.125,-0.135
YGR111W,1.281,0.321,0.225,-0.105,-0.485,-0.2,0.059,-0.113,-0.142,-0.225,0.19,0.189,0.027,0.153
YER070W,-1.929,-1.534,-0.819,0.232,0.53,1.042,0.95,0.799,0.32,0.866,0.326,-0.404,-0.888,0.324
YBL044W,-0.295,-0.9505,-0.7,-1.7665,-0.186,-0.5624,-0.8605,-0.67,-0.322,-0.4465,-0.888,-1.098,-0.2365,-0.453
YEL065W,-0.13,1.547,-0.203,-0.595,-0.735,-0.598,-0.64,-0.57,-0.417,-0.067,0.192,0.235,-0.475,0.235
YGR208W,0.221,-0.239,0.063,0.052,0.037,0.299,0.055,0.128,-0.149,0.12,0.159,-0.171,-0.218,-0.04
YHR209W,0.041,-0.43,-1.065,-0.703,-0.311,-0.621,-0.46,-0.499,-0.158,-0.564,-0.18,0.117,0.158,-0.629
YKL132C,-0.2402,0.053,-0.218,-0.251,-0.203,0.023,0.392,0.358,-0.087,0.271,0.146,0.036,0.827,0.144
YDR086C,-0.234,-0.411,-0.096,-0.24,-0.108,-0.041,-0.35,0.274,0.053,-0.085,0.273,0.044,-0.162,-0.363
YIL065C,0.293,-0.189,0.305,0.1485,0.116,-0.3115,0.015,-0.0555,0.071,0.206,-0.17,0.1865,0.0838,0.101
YLR086W,-0.471,-0.222,-0.521,0.084,-0.298,-0.01,-0.048,0.142,0.232,0.535,-0.271,0.377,0.003,0.51
YJR100C,0.289,-0.18,-0.178,-0.234,0.218,0.116,-0.053,0.179,-0.087,-0.195,0.204,-0.005,-0.098,0.061
YOR252W,-0.087,-0.259,-0.196,-0.057,0.987,0.667,-0.191,-0.115,-0.259,-0.096,0.108,-0.415,-0.664,-0.257
YJL078C,-0.195,0.314,-0.175,-0.205,0.091,0.073,-0.049,-0.038,0.149,0.125,0.065,0.599,1.006,1.254
YLR067C,-0.4385,0.2385,-0.4535,-0.3495,-0.093,-0.0765,-0.3185,-0.3255,-0.065,-0.2815,-0.1125,-0.187,-0.302,-0.628
YPL240C,1.384,0.234,-0.082,0.273,-0.206,-0.454,-1.03,-0.409,-0.131,-0.309,-0.07,-0.038,0.361,-0.22
YNL214W,-0.013,0.085,-0.431,-0.685,-0.387,-0.399,-0.275,-0.214,-0.312,-0.213,-0.226,0.048,-1.444,-0.344
YDL159W,0.703,0.26,-0.12,0.247,0.2,0.181,0.182,-0.321,-0.393,-0.427,0.319,-0.422,-0.414,-0.227
YJL103C,0.985,-0.048,0.04,-0.19,-0.179,-0.001,0.018,-0.019,-0.152,-0.368,0.276,0.212,-0.253,-0.039
YBR173C,0.8815,0.3325,-0.082,-0.259,-0.3785,-0.144,-0.3485,-0.0655,0.1235,0.0245,0.188,0.197,0.219,0.2735
YDR451C,-2.378,-2.03,-1.596,-2.351,-0.652,-0.167,0.465,0.639,0.528,0.495,0.264,0.212,0.029,-0.392
YPL190C,0.448,0.408,0.057,-0.028,0.357,0.282,0.67,0.392,0.448,0.387,0.012,0.379,0.569,0.211
YBR056W,1.246,0.2275,-0.156,-0.271,-1.0215,-1.088,-1.126,-0.257,-0.0445,-0.4205,-0.681,0.0485,0.4705,0.4715
YPL098C,0.489,-0.792,0,0.229,0.147,0.438,0.332,0.467,0.632,0.342,0.173,0.11,0.305,0.321
YIL038C,0.125,-0.026,-0.22,0.021,-0.319,-0.285,-0.32,-0.314,-0.155,-0.259,-0.341,0.211,0.091,-0.38
YGL257C,-0.2225,-0.226,-0.3215,0.3365,-0.052,-0.0635,-0.0015,0.2275,0.3395,0.5505,0.033,0.351,0.389,0.321
YGL155W,0.413,0.038,0.033,0.414,-0.021,0.32,0.25,-0.109,-0.573,-0.201,0.117,-0.496,-0.487,-0.241
YPL086C,0.702,-0.002,0.213,0.607,0.895,0.364,0.282,0.006,-0.233,0.154,0.294,-0.488,-0.652,0.007
YIR030C,-0.733,-0.114,-1.118,-0.18,0.005,-0.13,0.127,0.02,-0.388,-0.653,0.121,-0.527,-0.032,-0.323
YJR137C,-0.606,0.401,0.048,0.015,-0.175,0.002,-0.182,-0.204,0.138,0.166,0.013,0.286,0.017,-0.28
YNL196C,-0.37,-1.233,-1.303,-1.493,-0.962,-0.816,-0.866,-0.785,-0.509,-1.003,-0.983,-0.557,1.365,-0.42
YIR011C,1.437,0.169,0.319,-0.052,0.496,0.342,0.124,0.118,-0.197,-0.181,0.331,-0.176,-0.148,0.288
YNL146W,0,0.3,-0.065,-0.234,-0.138,-0.568,-0.157,-0.298,-0.45,-0.68,-0.156,-0.279,-0.418,-0.319
YGR057C,0.696,0.198,0.538,0.574,0.647,0.348,0.292,-0.485,-0.509,-0.151,0.245,-0.349,-0.846,-0.035
YPL221W,-0.769,-0.32,-0.669,-0.007,0.052,0.104,0.227,0.008,0.083,0.064,-0.496,-0.067,-0.326,0.041
YLR364W,-0.446,0.101,0.119,-0.176,0.264,0.049,0.065,-0.088,-0.093,-0.178,0.318,-0.523,-0.638,0.141
YOR376W,0.052,-0.03,-0.403,-0.562,-0.361,0.05,-0.5,-0.496,-0.005,-0.891,-0.107,0.103,-0.4,-0.026
YFL034W,-0.52,-0.226,-0.263,-0.263,-0.04,0.018,-0.172,0.256,0.116,0.043,-0.278,0.106,0.23,0.292
YER040W,0.497,0.091,0.009,0.452,-0.135,-0.033,-0.236,-0.161,0.027,0.118,0.186,0.191,0.275,0.22
YHR114W,0.102,-0.068,-0.27,-0.208,0.05,-0.281,0.045,-0.163,-0.208,-0.211,-0.294,0.022,-0.038,-0.251
YNL125C,0.054,0.13,0.436,0.435,0.554,0.414,0.438,0.403,0.309,0.404,0.427,0.322,0.116,0.151
YMR269W,-0.113,-0.014,-0.113,0.178,0.969,0.448,0.037,0.08,-0.224,-0.25,0.011,-0.552,-0.682,-0.182
YIL053W,-1.073,0.041,0.539,0.741,1.271,0.706,-0.141,-0.334,-0.607,-0.062,-0.334,-0.656,0.081,0.891
YGL213C,0.623,0.256,-0.123,0.097,0.107,0.054,0.177,-0.071,-0.355,-0.548,0.145,-0.27,-0.656,-0.666
YLR322W,0.292,0.028,-0.101,-0.004,0.218,0.164,-0.038,-0.118,0.043,-0.236,0.041,-0.264,-0.41,-0.051
YLR144C,-0.067,0.369,-0.268,-0.222,-0.186,-0.085,-0.174,-0.209,0.0992,0.128,0.083,0.082,0.582,0.367
YLR180W,-1.703,0.18,-0.601,0.084,0.66,0.563,0.444,0.253,0.376,0.926,0.157,0.191,-0.776,-0.192
YLR164W,0.762,0.882,0.667,0.388,-0.524,-0.034,-0.494,-0.533,-0.189,-0.283,0.628,-0.171,0.352,0.427
YGR067C,-1.463,0.503,0.651,0.014,-0.501,0.061,0.217,0.596,0.241,0.254,0.528,0.429,0.055,0.312
YLR387C,0.486,-0.164,0.14,-0.263,-0.147,-0.011,0.138,-0.18,0.148,-0.052,0.053,-0.009,-0.186,-0.303
YBL058W,0.4683,0.015,-0.2343,0.302,-0.2353,-0.1007,-0.2603,0.074,0.2897,-0.0053,-0.1643,0.406,0.2683,0.0987
YAL046C,-0.378,-0.374,-0.091,0.068,0.0643,-0.28,-0.0057,0.0927,0.2113,0.0417,-0.029,0.026,0.2853,0.2257
YIR040C,0.05,-0.148,-0.031,-0.348,-0.251,-0.207,-0.218,-0.197,-0.132,-0.431,-0.065,0.058,-0.081,-0.145
YPL103C,-1.54,-0.621,-0.908,-0.235,-0.109,-0.226,-0.056,-0.222,0.379,0.294,-0.482,0.053,0.294,-0.11
YOR069W,0.852,0.074,-0.13,-0.041,0.024,-0.42,-0.332,-0.153,-0.249,-0.441,-0.364,-0.173,-0.174,-0.365
YJR155W,0.357,-0.132,0.095,0.271,-0.017,-0.014,-0.069,0.036,-0.059,-0.092,-0.165,0.048,0.047,0.188
YNL188W,-1.38,-0.996,-1.036,-0.618,-0.134,-0.732,-0.473,-0.457,-0.415,-0.554,-0.605,-0.521,-0.468,-0.729
YGL024W,0.091,-0.027,-0.021,-0.189,-0.196,-0.199,0.173,-0.153,-0.254,-0.365,0.144,-0.132,-0.301,-0.215
YIR016W,0.562,0.311,0.287,0.022,-0.419,-0.302,-0.217,-0.016,0.087,-0.502,-0.113,0.466,0.45,0.068
YMR322C,-0.814,-0.369,-0.95,-0.194,-0.645,-0.495,-0.725,-0.716,-0.27,-0.943,-1.491,-0.083,0.2518,-0.059
YLR025W,1.178,-0.025,0.276,0.064,-0.254,-0.156,-0.337,-0.051,-0.1539,-0.072,0.08,0.051,0.224,-0.153
YAL026C,-0.3165,0.0855,0.0345,0.3035,0.0955,0.213,0.425,0.341,0.579,0.953,0.2615,0.4225,0.3755,0.6175
YPL081W,-1.094,-0.7,0.033,0.51,0.59,-0.243,-0.089,0.246,0.283,-0.112,-0.511,-0.102,-0.105,-0.447
YLR131C,-1.815,-0.8945,-0.9495,-0.8035,-0.682,-0.736,-0.6275,-0.045,0.263,0.271,0.239,0.366,0.4905,0.02
YDR520C,-0.666,-0.222,-0.427,-0.409,-0.168,-0.137,-0.415,-0.038,-0.05,0.075,-0.092,0.062,-0.478,0.088
YIL144W,0.084,0.216,-0.133,-0.366,-0.041,0.228,0.252,0.212,-0.113,-0.054,0.083,-0.272,-0.07,0.074
YOR154W,-0.3,-0.842,-0.16,-0.089,0.307,0.432,0.235,0.2,-0.012,0.197,0.04,0,-0.244,-0.018
YCL056C,0.244,0.495,0.072,-0.665,-0.22,0.123,0.24,0.186,0.178,0.039,0.34,0.079,-0.243,0.204
YPR006C,-1.817,-0.577,-1.149,-0.498,-0.996,-0.416,-0.126,0.415,0.824,0.886,0.531,0.745,0.479,0.372
YNR063W,-1.112,-0.733,-0.601,-0.601,-0.119,-0.514,-0.581,-0.572,-0.191,-0.325,-0.575,-0.052,-0.0746,-0.528
YHR076W,0.1905,0.0855,0.053,0.257,-0.164,0.1825,0.0995,0.1905,0.0665,-0.456,0.201,0.16,0.218,0.1625
YER088C,0.944,0.042,0.514,0.164,-0.144,0.341,0.309,0.223,0.001,0.33,0.126,0.108,-0.333,0.004
YPL007C,-0.213,-0.3875,-0.406,-0.3145,-0.16,-0.4595,-0.2815,-0.168,-0.1765,-0.397,-0.57,-0.281,-0.475,-0.48
YKR007W,0.654,0.547,0.402,-0.005,0.229,-0.037,0.1,0.235,-0.143,-0.005,0.455,-0.153,0,0.555
YBR035C,0.2385,-0.1915,-0.4545,-0.311,-0.362,-0.492,-0.608,-0.0805,0.299,-0.0435,-0.4185,0.3285,0.2685,0.1715
YER080W,0.984,-0.087,0.242,0.039,-0.121,0.084,-0.068,-0.062,0.118,0.124,0.277,0.21,0.421,0.371
YGR157W,-0.654,0.614,-0.222,0.033,-0.183,0.018,0.211,0.147,0.246,0.212,0.34,0.23,-0.03,0.07
YNL084C,0.799,-0.301,-0.046,-0.059,-0.335,-0.124,-0.211,-0.111,-0.17,-0.439,-0.134,0.23,-0.045,-0.136
YLR237W,-0.428,-0.481,-0.085,0.194,0.289,0.317,0.252,-0.195,0.047,0.035,-0.224,-0.283,-0.313,-0.26
