ID	KO1	KO2	KO3	WT1	WT2	WT3
1438826_x_at	7.944272817611599	9.030667136246942	8.460251098943846	8.307883849494871	8.899356922923111	7.769507291436245
1438827_at	6.102238193930738	8.161887682376895	4.643856189774724	7.655351828612554	5.526694845541976	7.593204354063288
1438828_at	7.940754047474802	7.110613805500896	7.45038647903429	8.067703244373158	8.603626344986193	8.684397983637572
1438829_at	9.1269625347419	9.087462841250339	8.992938336165814	9.341185213568444	9.233859307196411	9.144913113434239
1438830_at	8.085870755334613	6.837943241891027	7.121015400961366	6.25171909260596	7.854868383260237	8.378945060252901
1438831_at	8.527085978807456	9.287943192291465	10.205304531560204	9.354028938054386	10.2308610621319	10.035073997377621
1438832_x_at	10.925331899053889	10.769093994661743	10.647278528076871	10.69939893773701	11.483664649058287	11.210427830401485
1438833_at	6.83541884047548	7.432124272641562	6.626439136697315	7.469234793667656	4.842978831788326	4.554588851677638
1438834_at	8.965784284662087	9.96188373994353	9.078417701647332	10.148222340386997	8.96087076379617	8.384999544730041
1438835_a_at	13.39203561888278	13.40951027178444	13.190426585505573	13.033835927659876	13.266801178354418	12.886611111851002
1438836_at	6.068240861312821	7.63734941083314	5.255500733148386	7.904484097901423	6.053111336459563	7.9536144611993596
1438837_at	5.422905742612183	7.916476644437717	5.181897643108388	4.82781902461732	5.339850002884624	7.272396509037485
1438838_at	8.222553427423428	9.168922781852936	8.671717965129234	9.225930411171055	9.349170630861103	9.08028457782728
1438839_a_at	15.357806268207902	15.241815609834296	15.431938258873926	15.3433488285008	15.387398085583062	15.456004609003617
1438840_x_at	6.5668151540108965	8.271929843970861	7.593204354063288	7.90388184573618	7.867278739709662	5.1001366712854495
1438841_s_at	8.514911264861354	6.283551423174307	8.646018610925346	9.577806447470149	8.408542042296858	8.215775653020282
1438842_at	6.757556688939453	6.181897643108388	6.84924870276441	6.37851162325373	7.072534599722955	7.088523256616632
1438843_x_at	11.697836357962377	11.670567737505118	11.822929269449935	11.651365676451865	12.103025476373679	11.64169052255661
1438844_x_at	8.407692648665677	8.977852307971178	9.295309769858742	8.652127927738269	9.61047122754643	9.109569509370688
1438845_at	1.9634741239748859	3.877744249949002	3.2016338611696504	2.4854268271702415	3.2479275134435857	6.616181231331876
1438846_x_at	5.596935142387232	3.4195388915137843	3.4724877714627436	3.035623909730721	4.095924419998536	2.5109619192773796
1438847_at	10.034661425512395	10.168546769937974	10.238165862755134	9.746178380971411	10.553821256532693	10.316394679861324
1438848_at	10.097768793418616	9.792464959979945	9.618018357571325	9.63734941083314	9.915580653285293	9.845490050944376
1438849_at	10.684485650823262	9.884170519108435	10.302867360972874	13.739833338891552	13.982244946800748	13.541495963901555
1438850_at	7.104336659814735	6.303780748177103	7.006746832440585	3.3074285251922473	2	3.263034405833794
1438851_x_at	8.79766152585376	8.911092331587135	8.469234793667656	8.063934305754099	8.010108453474288	7.762215915727782
1438852_x_at	12.013252875169991	11.630494661505578	12.323195531678138	12.019660220664962	12.39073323845207	12.405566974138068
1438853_x_at	12.859282409148646	12.924942369999307	12.99908393600695	12.547689844475029	12.813981551614678	12.68002980232821
1438854_x_at	9.46903123881146	9.113742166049189	9.002252451731378	8.925702781351335	8.729620743553038	8.943100847570797
1438855_x_at	7.766860143829545	8.64169052255661	8.577806447470149	8.178415874383042	8.233619676759702	8.413204789252584
1438856_x_at	13.732845782342576	13.713794605007072	13.485426827170242	13.744928416679079	13.49083834458857	13.049474216800364
1438857_x_at	11.239479194699166	11.523512950637729	11.082814337672273	11.229960372213842	11.229059119634158	11.519587113891902
1438858_x_at	9.439623137557117	9.394248310920066	8.349612971824522	9.049031698410024	9.393175914348806	9.306061689428342
1438859_x_at	16.91493865083569	16.90219608557676	16.89610057764781	16.850578768007157	16.994045107408876	16.88536630575018
1438860_a_at	10.147586539821027	10.606590280370527	10.097900444195812	10.244006982653616	10.170300654364858	10.200408226025942
1438861_at	10.811535251636077	10.79026703228136	10.70882524188187	11.416691986434728	9.648537345892633	10.79960542245267
1438862_at	9.312656098606336	9.396390715591899	9.002533761089955	9.80799883862303	8.92510932390122	10.000985880380654
1438863_at	5.608809242675524	7.673839055990439	6.758889432720965	7.2384047393250786	7.66746640495737	7.9954845188775066
1438864_at	9.882490213402072	10.19684798457436	9.700613108567463	9.923476056042967	10.339961317651925	10.00548420238304
1438865_at	6.624978179569036	8.477758266443889	8.451211111832329	8.033973543441055	8.238882373840578	6.191799501065075
1438866_at	2.963474123974886	4.749534267669262	5.663913842115978	7.20163386116965	7.180903709179382	6.45450493755737
1438867_at	5.074676686294496	5.71699089440494	4.517275693209582	5.336283387864432	4.602884408718419	5.266786540694901
1438868_at	9.159871336778389	9.819061398558471	9.495055528368018	9.846430632336524	8.988684686772165	9.689124404913258
1438869_at	7.976134472831654	7.297374860528325	7.8060662260890314	7.24031432933371	8.18685706717715	7.375908263075014
1438870_at	7.355791546753647	6.968090752045256	7.304693557471008	7.22013644739608	4.638073837180719	7.438791852578261
1438871_at	10.982137968239922	11.259272487037595	10.71046207397916	10.982423226775877	10.766031913115663	11.533427076865156
1438872_at	6.8740592031411465	4.968090752045256	4.177917792195843	6.989820220117596	4.963474123974886	4.2630344058337934
1438873_at	7.126188210522101	7.608069967721664	6.441284271927038	4.620586410451877	7.590961241342599	6.559185865787734
1438874_at	3.722466024471091	4.329123596291566	3.3362833878644325	7.457791260256042	4.666756591884804	2.4059923596758366
1438875_at	5.083213368248981	4.2630344058337934	6.37851162325373	3.4982508675278257	6.539158811108031	3.5360529002402097
1438876_at	8.206037546246591	9.063664718714	8.930441673038665	8.22062016744785	8.831940560335877	8.238882373840578
1438877_at	7.2677230516274225	8.623515741490548	8.311975314461156	7.630085070002124	7.74617838097141	7.399171093819823
1438878_at	11.2955967648349	11.428883552010191	11.318090837568423	11.89072027292889	12.534132628557352	12.530674561748492
1438879_at	8.955359305242995	9.0808175276083265	7.867278739709662	9.406630202899352	9.230500853639107	9.516093963417184
1438880_at	9.3741700760685	9.520422248526446	9.21504757072328	9.245315010392076	8.792139552277902	9.462502272597265
1438881_at	7.403438163008279	4.608809242675524	4.277984747299765	7.1147834472498515	6.25171909260596	7.036723106005525
1438882_at	9.592830744054496	10.15519771569576	9.810732282259924	10.583270851075442	10.863566829323505	11.025416444544186
1438883_at	4.986410935252045	4.357552004618084	4.4329594072761065	5.022367813028454	4.661065479806948	7.1927859592511245
1438884_at	7.359310316890443	6.964629666720595	7.094869432718697	6.962317654942308	6.270528942380718	6.846744023244868
1438885_at	5.0574502721839	2	4.121015400961366	2.655351828612554	5.906890595608519	1.4329594072761063
1438886_at	8.978138415069962	9.936637939002571	9.953905415126108	9.774457639565288	10.04001567884788	9.942074592226854
1438887_a_at	10.318768742682732	10.410027278884572	9.886763511897717	10.462195501137579	9.646918664008933	10.321928094887362
1438888_at	9.028734893484895	9.764539898576706	8.798957747900428	9.256444596473443	8.864495702651581	9.287250643254616
1438889_at	5.149747119504682	5.133399125417198	4.129283016944966	5.78135971352466	6.48058827023386	6.993221467368938
1438890_at	10.626439136697316	10.503627005983468	10.621136113274641	10.291861369585218	10.645478309424409	10.952668455489363
1438891_at	5.22881869049588	4.169925001442312	4.035623909730721	4.614709844115208	3.6205864104518777	4.560714954474479
1438892_at	8.501439145158873	8.650692767171384	7.969242604434498	8.836366008716672	7.994353436858858	8.273329386561674
1438893_at	5.6293566200796095	5.569855608330948	4.300123724569014	5.452858964713811	5.972692654004264	7.380244590478185
1438894_at	6.855491443101874	7.590961241342599	6.758889432720965	7.447083226209652	8.247452864634932	7.5804470195986635
1438895_at	10.960146773696724	11.492504165909452	11.022020969646356	11.379215892264977	11.405566974138068	11.717590749795734
1438896_at	4.572889668420581	4.614709844115208	4.71699089440494	3.3645724322958563	6.316507819103109	6.855491443101874
1438897_at	9.303095761993044	9.094341649635844	9.396176618234396	9.293471648838134	9.246027980528105	8.664625054869296
1438898_at	3.277984747299765	6.219168520462161	3.722466024471091	7.233619676759702	5.357552004618084	5.165911938935689
1438899_at	4.044394119358453	4.802193216941825	3.817623257511431	3.700439718141092	3.9164766444377164	3.584962500721156
1438900_at	10.018339294096192	10.670744755301769	9.883559725263202	10.146314097472807	10.43306376512207	10.832731815245685
1438901_at	8.043847540438906	7.249824548616183	8.001689668404214	8.740792672277681	8.359310316890442	7.599912842187128
1438902_a_at	14.862060977971204	14.731865242279135	14.89465673925053	14.774457639565288	14.932177835041584	14.950400975795937
1438903_at	8.073070419614309	6.277984747299765	7.034523875334392	7.870364719583405	7.499845887083206	6.380244590478185
1438904_at	5.84799690655495	6.556122817841175	4.916476644437717	7.1927859592511245	6.7073591320808825	7.242221395098369
1438905_x_at	10.628536674026911	11.108393771960753	10.366212915026786	10.476746203939467	10.127736443588828	10.251955735769107
1438906_at	9.644397099000916	10.278100939064085	9.7719845887782	10.10276309662559	9.738261183576059	10.349502399297862
1438907_at	9.76188361236552	9.753216749178955	9.488241842777295	9.782998208920414	9.023754353299417	9.070389327891398
1438908_at	9.982280604558284	10.187846909439575	10.493455200926176	9.607145340989451	10.40375768500011	10.463013413449692
1438909_at	5.972692654004264	7.7481928495894605	7.969818185946576	8.263973354803408	7.461888664432819	6.627898615871748
1438910_a_at	13.036173612553485	12.932214751968385	13.174285937556723	11.627305880514848	11.662534868873935	11.486533381312261
1438911_at	8.16641418264516	7.4886435398537845	7.1927859592511245	7.469234793667656	7.6865005271832185	7.865423978313134
1438912_at	7.60733031374961	7.551516017628014	7.902676586651137	8.250298417906333	8.634448062362308	7.4495613746132365
1438913_x_at	8.115303806152117	9.202858455964245	7.847370600905483	9.001408194392809	8.563386966162014	8.681941137091693
1438914_at	7.7615512324444795	5.840463233869542	6.620586410451877	7.616181231331876	6.348728154231077	4.584962500721156
1438915_at	9.4870360800319	9.863411958941638	9.680886920719692	9.373517715650019	9.387586565819353	9.575161033425394
1438916_x_at	9.852997587613316	10.081882836898666	9.858447308240791	9.58777751632821	9.647098607263409	9.519439686994978
1438917_x_at	11.73864119017404	11.62844554013718	11.86190110082381	11.830277511113232	11.87973639382405	11.970573288359196
1438918_at	8.010108453474288	6.22881869049588	7.824004050933153	6.842978831788326	4.727920454563199	8.508587112089476
1438919_x_at	5.867896463992655	6.787902559391432	6.076815597050831	6.539158811108031	5.820178962415188	6.687900522480746
1438920_x_at	6.683696454306515	8.067703244373158	6.757556688939453	7.73809225962049	7.968666793195208	6.560714954474479
1438921_at	9.389523791827404	9.045213599665002	9.513135397117733	8.509379148914688	10.139423448232666	9.98028241166144
1438922_x_at	12.561073100323767	11.995449185984006	12.479224497139606	12.04606673029486	12.114165277182844	11.807515928144584
1438923_at	3.963474123974886	6.549977142771825	7.920055054806967	5.640967910449898	3.9541963103868754	4.797012977836145
1438924_x_at	8.310158317947819	6.330916878114617	8.875595783370425	7.90026304356897	7.2162608371650565	6.352264173258321
1438925_x_at	14.278921277083105	14.433520241962103	14.563887417877243	13.973213038795516	14.146528900847523	14.073003453009944
1438926_at	4.364572432295856	5.048759311919856	3.350497247084133	4.620586410451877	4.694880192799191	7.701133154847972
1438927_x_at	4.017921907997263	5.5453506448223	4.314696525656286	7.271463027904375	6.765534746362977	4.608809242675524
1438928_x_at	12.078317622216062	12.269418929741096	12.000457813962358	12.006431278508517	12.253345230992691	12.086700185982675
1438929_at	8.77840572423918	8.484621527098598	8.34739990950854	8.502235114856795	8.534497433738169	8.129283016944967
1438930_s_at	9.825276830054866	9.92436715862898	10.290479698251307	9.759222426384506	10.44024628710574	10.25065371775812
1438931_s_at	11.359969131898872	11.03307880613062	11.757098273768856	10.997602910488444	11.464954098777337	11.832177982378854
1438932_at	9.695402309352652	9.600284622898085	10.291400959483692	10.084675536840514	10.623790061575209	10.286557761607957
1438933_x_at	10.021118786413187	10.379053399158888	9.966793817895287	10.042343379793692	10.506803437795647	10.071730496567412
1438934_x_at	11.556793415501659	11.555979077779527	11.50467004377385	11.635264656539514	11.651903777987046	11.268425036090656
1438935_at	3.277984747299765	7.613236954716332	3.2016338611696504	5.79960542245267	6.083213368248981	6.653919873119422
1438936_s_at	12.513752265629353	12.562027721483734	12.63562743897454	11.831148871219325	12.00204143370986	11.891138142603321
1438937_x_at	11.090112419664289	11.070120944476823	11.261037107929779	10.29151607578464	10.246384333510251	10.606867837374152
1438938_x_at	13.99321262035986	14.055917881345861	14.1956874741082	13.968315795494814	14.22985525508573	14.083520879009985
1438939_x_at	6.648177795724818	8.5913353357414	7.002252451731379	4.963474123974886	7.324630615267186	7.108524456778169
1438940_x_at	16.039353909312407	15.944414671256709	16.120262181298983	15.81074232213592	16.149084197436956	16.09347946359097
1438941_x_at	12.226833619765564	12.271433846884321	12.255854754263629	12.281118644996466	12.233979107490512	12.328478590771187
1438942_x_at	3.4982508675278257	7.809928865721431	4.572889668420581	6.722466024471091	3.990954860396993	6.098032082960526
1438943_x_at	13.94997257750418	13.886973035678968	14.006080582060466	14.026315945090413	14.046842640980556	13.976134472831655
1438944_at	7.766860143829545	7.777419715515831	7.4684204018645515	6.414473836430928	8.686850653393137	7.802839440935111
1438945_x_at	15.442988838460924	15.296912623073563	15.486784752567386	14.945132877212814	15.036061971117709	14.913656125375338
1438946_at	9.059614856297223	8.753551054600655	8.782998208920414	8.906289347406073	8.859845343921446	9.417641579138627
